case_id,activity_name,resource,start_timestamp,end_timestamp
Case60,Final Inspection Q.C.,ID4287,2012-03-20 20:30:00+00:00,2012-03-20 21:30:00+00:00
Case140,Laser Marking,ID4882,2012-03-20 20:37:00+00:00,2012-03-20 21:52:00+00:00
Case54,Flat Grinding,ID0998,2012-03-20 20:50:00+00:00,2012-03-20 21:50:00+00:00
Case45,Turning & Milling,ID4794,2012-03-20 21:22:00+00:00,2012-03-21 03:05:00+00:00
Case124,Turning & Milling,ID4932,2012-03-20 21:35:00+00:00,2012-03-20 22:58:00+00:00
Case174,Turning & Milling Q.C.,ID4287,2012-03-20 21:37:00+00:00,2012-03-20 23:00:00+00:00
Case54,Flat Grinding,ID0998,2012-03-20 21:51:00+00:00,2012-03-20 23:06:00+00:00
Case124,Turning & Milling,ID4429,2012-03-20 22:59:00+00:00,2012-03-21 00:54:00+00:00
Case112,Final Inspection Q.C.,ID4287,2012-03-20 23:00:00+00:00,2012-03-20 23:33:00+00:00
Case54,Turning & Milling Q.C.,ID4287,2012-03-20 23:30:00+00:00,2012-03-21 00:19:00+00:00
Case60,Final Inspection Q.C.,ID4287,2012-03-21 00:04:00+00:00,2012-03-21 00:05:00+00:00
Case53,Flat Grinding,ID0998,2012-03-21 00:20:00+00:00,2012-03-21 00:21:00+00:00
Case54,Final Inspection Q.C.,ID4287,2012-03-21 00:20:00+00:00,2012-03-21 01:00:00+00:00
Case54,Flat Grinding,ID0998,2012-03-21 00:22:00+00:00,2012-03-21 00:23:00+00:00
Case54,Lapping,ID0998,2012-03-21 00:23:00+00:00,2012-03-21 01:38:00+00:00
Case124,Turning & Milling,ID4167,2012-03-21 00:54:00+00:00,2012-03-21 05:36:00+00:00
Case54,Laser Marking,ID0998,2012-03-21 01:02:00+00:00,2012-03-21 01:03:00+00:00
Case45,Turning & Milling,ID4529,2012-03-21 03:07:00+00:00,2012-03-21 06:19:00+00:00
Case112,Turning & Milling,ID4641,2012-03-21 04:30:00+00:00,2012-03-21 10:29:00+00:00
Case83,Turning & Milling,ID4167,2012-03-21 05:34:00+00:00,2012-03-21 07:12:00+00:00
Case105,Turning & Milling,ID4167,2012-03-21 06:18:00+00:00,2012-03-21 13:34:00+00:00
Case45,Turning & Milling,ID4529,2012-03-21 06:21:00+00:00,2012-03-21 10:23:00+00:00
Case112,Packing,ID4820,2012-03-21 07:00:00+00:00,2012-03-21 08:00:00+00:00
Case60,Packing,ID4820,2012-03-21 07:00:00+00:00,2012-03-21 08:00:00+00:00
Case112,Packing,ID4820,2012-03-21 07:00:00+00:00,2012-03-21 08:00:00+00:00
Case126,Turning & Milling,ID4429,2012-03-21 07:00:00+00:00,2012-03-21 08:15:00+00:00
Case83,Turning & Milling,ID4529,2012-03-21 07:13:00+00:00,2012-03-21 13:32:00+00:00
Case174,Turning & Milling Q.C.,ID4287,2012-03-21 13:45:00+00:00,2012-03-21 14:16:00+00:00
Case104,Turning & Milling Q.C.,ID4493,2012-03-21 13:55:00+00:00,2012-03-21 14:41:00+00:00
Case83,Turning & Milling,ID4429,2012-03-21 13:57:00+00:00,2012-03-21 17:10:00+00:00
Case45,Turning & Milling Q.C.,ID4618,2012-03-21 14:09:00+00:00,2012-03-21 17:03:00+00:00
Case105,Turning & Milling,ID4932,2012-03-21 14:18:00+00:00,2012-03-21 17:31:00+00:00
Case85,Turning & Milling,ID4794,2012-03-21 14:21:00+00:00,2012-03-21 23:57:00+00:00
Case83,Turning & Milling Q.C.,ID4287,2012-03-21 14:30:00+00:00,2012-03-21 15:30:00+00:00
Case112,Turning & Milling Q.C.,ID4287,2012-03-21 15:31:00+00:00,2012-03-21 17:00:00+00:00
Case59,Turning & Milling Q.C.,ID4618,2012-03-21 16:20:00+00:00,2012-03-21 17:10:00+00:00
Case104,Laser Marking,ID4718,2012-03-21 16:21:00+00:00,2012-03-21 16:49:00+00:00
Case112,Laser Marking,ID4718,2012-03-21 17:01:00+00:00,2012-03-21 19:32:00+00:00
Case83,Turning & Milling,ID4932,2012-03-21 17:31:00+00:00,2012-03-21 22:58:00+00:00
Case124,Turning & Milling Q.C.,ID4287,2012-03-21 19:28:00+00:00,2012-03-21 21:07:00+00:00
Case119,Turning & Milling,ID4132,2012-03-21 21:35:00+00:00,2012-03-21 22:30:00+00:00
Case59,Laser Marking,ID4718,2012-03-21 21:51:00+00:00,2012-03-21 21:56:00+00:00
Case106,Final Inspection Q.C.,ID4618,2012-03-21 22:27:00+00:00,2012-03-22 00:57:00+00:00
Case112,Turning & Milling,ID4132,2012-03-21 22:31:00+00:00,2012-03-22 00:43:00+00:00
Case83,Turning & Milling,ID4529,2012-03-21 23:00:00+00:00,2012-03-22 04:30:00+00:00
Case124,Laser Marking,ID0998,2012-03-21 23:01:00+00:00,2012-03-21 23:20:00+00:00
Case53,Round Grinding,ID0998,2012-03-21 23:35:00+00:00,2012-03-22 00:45:00+00:00
Case59,Lapping,ID0420,2012-03-21 23:57:00+00:00,2012-03-22 00:35:00+00:00
Case85,Turning & Milling,ID4794,2012-03-21 23:58:00+00:00,2012-03-22 01:00:00+00:00
Case53,Round Grinding,ID4872,2012-03-22 01:30:00+00:00,2012-03-22 03:21:00+00:00
Case85,Turning & Milling,ID4529,2012-03-22 03:22:00+00:00,2012-03-22 07:31:00+00:00
Case126,Turning & Milling,ID4167,2012-03-22 03:27:00+00:00,2012-03-22 13:51:00+00:00
Case112,Turning & Milling,ID4641,2012-03-22 03:29:00+00:00,2012-03-22 12:32:00+00:00
Case135,Turning & Milling,ID4529,2012-03-22 05:00:00+00:00,2012-03-22 13:30:00+00:00
Case71,Packing,ID4820,2012-03-22 07:00:00+00:00,2012-03-22 08:00:00+00:00
Case59,Packing,ID4820,2012-03-22 07:00:00+00:00,2012-03-22 08:00:00+00:00
Case106,Packing,ID4820,2012-03-22 07:00:00+00:00,2012-03-22 08:00:00+00:00
Case97,Packing,ID4820,2012-03-22 07:00:00+00:00,2012-03-22 08:00:00+00:00
Case54,Packing,ID4820,2012-03-22 07:00:00+00:00,2012-03-22 08:00:00+00:00
Case97,Packing,ID4820,2012-03-22 07:00:00+00:00,2012-03-22 08:00:00+00:00
Case85,Turning & Milling,ID0937,2012-03-22 07:00:00+00:00,2012-03-22 08:15:00+00:00
Case85,Turning & Milling,ID0997,2012-03-22 07:04:00+00:00,2012-03-22 10:08:00+00:00
Case85,Turning & Milling Q.C.,ID4618,2012-03-22 13:56:00+00:00,2012-03-22 14:34:00+00:00
Case126,Turning & Milling,ID4932,2012-03-22 13:57:00+00:00,2012-03-22 14:57:00+00:00
Case126,Turning & Milling Q.C.,ID4287,2012-03-22 14:00:00+00:00,2012-03-22 15:00:00+00:00
Case65,Turning & Milling,ID3846,2012-03-22 14:00:00+00:00,2012-03-22 15:00:00+00:00
Case135,Turning & Milling,ID4718,2012-03-22 14:01:00+00:00,2012-03-22 16:59:00+00:00
Case119,Turning & Milling,ID4132,2012-03-22 14:18:00+00:00,2012-03-23 00:48:00+00:00
Case124,Lapping,ID4718,2012-03-22 14:32:00+00:00,2012-03-22 14:46:00+00:00
Case112,Grinding Rework,ID4882,2012-03-22 14:42:00+00:00,2012-03-22 15:42:00+00:00
Case126,Turning & Milling,ID4932,2012-03-22 14:58:00+00:00,2012-03-22 18:14:00+00:00
Case97,Final Inspection Q.C.,ID4287,2012-03-22 15:00:00+00:00,2012-03-22 15:40:00+00:00
Case112,Grinding Rework,ID4882,2012-03-22 16:02:00+00:00,2012-03-22 19:22:00+00:00
Case54,Final Inspection Q.C.,ID4287,2012-03-22 16:07:00+00:00,2012-03-22 16:30:00+00:00
Case135,Turning & Milling,ID4429,2012-03-22 16:25:00+00:00,2012-03-22 19:17:00+00:00
Case59,Final Inspection Q.C.,ID4618,2012-03-22 16:27:00+00:00,2012-03-22 18:08:00+00:00
Case71,Turning Q.C.,ID4618,2012-03-22 16:43:00+00:00,2012-03-22 16:47:00+00:00
Case112,Lapping,ID4718,2012-03-22 17:00:00+00:00,2012-03-22 21:33:00+00:00
Case71,Laser Marking,ID0998,2012-03-22 17:24:00+00:00,2012-03-22 18:00:00+00:00
Case53,Final Inspection Q.C.,ID4287,2012-03-22 17:30:00+00:00,2012-03-22 20:30:00+00:00
Case65,Turning & Milling Q.C.,ID4618,2012-03-22 18:08:00+00:00,2012-03-22 18:59:00+00:00
Case111,Turning & Milling,ID4932,2012-03-22 18:14:00+00:00,2012-03-23 00:50:00+00:00
Case106,Final Inspection Q.C.,ID4618,2012-03-22 18:50:00+00:00,2012-03-22 20:05:00+00:00
Case99,Turning & Milling Q.C.,ID4618,2012-03-22 18:59:00+00:00,2012-03-22 23:03:00+00:00
Case142,Turning & Milling Q.C.,ID4287,2012-03-22 21:00:00+00:00,2012-03-22 23:06:00+00:00
Case82,Grinding Rework,ID4882,2012-03-22 21:29:00+00:00,2012-03-22 22:43:00+00:00
Case71,Flat Grinding,ID0998,2012-03-22 21:49:00+00:00,2012-03-22 21:50:00+00:00
Case71,Final Inspection Q.C.,ID4618,2012-03-22 21:51:00+00:00,2012-03-22 23:06:00+00:00
Case83,Turning & Milling Q.C.,ID4287,2012-03-22 22:00:00+00:00,2012-03-22 23:30:00+00:00
Case126,Turning & Milling Q.C.,ID4287,2012-03-23 00:15:00+00:00,2012-03-23 00:53:00+00:00
Case111,Turning & Milling,ID4167,2012-03-23 03:00:00+00:00,2012-03-23 14:00:00+00:00
Case135,Turning & Milling,ID4529,2012-03-23 03:13:00+00:00,2012-03-23 08:23:00+00:00
Case119,Turning & Milling,ID4641,2012-03-23 08:16:00+00:00,2012-03-23 13:51:00+00:00
Case135,Turning & Milling,ID4529,2012-03-23 09:56:00+00:00,2012-03-23 09:57:00+00:00
Case135,Turning & Milling,ID4529,2012-03-23 09:57:00+00:00,2012-03-23 13:31:00+00:00
Case135,Turning & Milling,ID4429,2012-03-23 14:00:00+00:00,2012-03-23 19:29:00+00:00
Case111,Turning & Milling,ID4794,2012-03-23 14:00:00+00:00,2012-03-23 19:41:00+00:00
Case111,Turning,ID4794,2012-03-23 14:09:00+00:00,2012-03-23 19:41:00+00:00
Case82,Lapping,ID0998,2012-03-23 14:53:00+00:00,2012-03-23 18:35:00+00:00
Case53,Final Inspection Q.C.,ID4287,2012-03-23 17:30:00+00:00,2012-03-23 17:44:00+00:00
Case124,Final Inspection Q.C.,ID4287,2012-03-23 17:31:00+00:00,2012-03-23 19:16:00+00:00
Case101,Lapping,ID0998,2012-03-23 18:00:00+00:00,2012-03-23 19:40:00+00:00
Case99,Turning & Milling Q.C.,ID4618,2012-03-23 18:13:00+00:00,2012-03-23 18:25:00+00:00
Case81,Turning & Milling Q.C.,ID4618,2012-03-23 18:25:00+00:00,2012-03-23 19:44:00+00:00
Case59,Turning & Milling Q.C.,ID4618,2012-03-23 19:18:00+00:00,2012-03-23 20:33:00+00:00
Case111,Turning,ID4932,2012-03-24 13:31:00+00:00,2012-03-24 22:53:00+00:00
Case135,Turning & Milling,ID4932,2012-03-24 20:32:00+00:00,2012-03-24 22:49:00+00:00
Case111,Turning & Milling,ID4932,2012-03-24 20:51:00+00:00,2012-03-24 22:52:00+00:00
Case135,Turning & Milling,ID4794,2012-03-24 23:00:00+00:00,2012-03-25 06:49:00+00:00
Case101,Round Grinding,ID4528,2012-03-25 06:15:00+00:00,2012-03-25 07:45:00+00:00
Case135,Turning & Milling,ID4794,2012-03-25 06:50:00+00:00,2012-03-25 14:45:00+00:00
Case111,Turning & Milling,ID4794,2012-03-25 06:52:00+00:00,2012-03-25 14:45:00+00:00
Case101,Round Grinding,ID4528,2012-03-25 07:45:00+00:00,2012-03-25 14:45:00+00:00
Case53,Packing,ID4491,2012-03-25 08:00:00+00:00,2012-03-25 09:00:00+00:00
Case118,Turning & Milling,ID4429,2012-03-25 08:00:00+00:00,2012-03-25 09:15:00+00:00
Case83,Lapping,ID4882,2012-03-25 08:00:00+00:00,2012-03-25 09:15:00+00:00
Case86,Turning & Milling,ID4794,2012-03-25 12:03:00+00:00,2012-03-25 14:44:00+00:00
Case101,Final Inspection Q.C.,ID4618,2012-03-25 14:50:00+00:00,2012-03-25 19:31:00+00:00
Case111,Turning & Milling,ID4167,2012-03-25 15:06:00+00:00,2012-03-25 23:32:00+00:00
Case135,Turning & Milling,ID4529,2012-03-25 15:08:00+00:00,2012-03-25 18:39:00+00:00
Case119,Turning & Milling,ID4132,2012-03-25 15:19:00+00:00,2012-03-26 01:45:00+00:00
Case82,Lapping,ID4882,2012-03-25 15:42:00+00:00,2012-03-25 17:03:00+00:00
Case86,Turning & Milling,ID4718,2012-03-25 17:49:00+00:00,2012-03-25 23:58:00+00:00
Case112,Final Inspection Q.C.,ID4287,2012-03-25 17:49:00+00:00,2012-03-26 00:03:00+00:00
Case124,Final Inspection Q.C.,ID4287,2012-03-25 18:00:00+00:00,2012-03-25 18:15:00+00:00
Case101,Lapping,ID0998,2012-03-25 18:00:00+00:00,2012-03-25 19:00:00+00:00
Case83,Laser Marking,ID4882,2012-03-25 18:08:00+00:00,2012-03-25 18:41:00+00:00
Case101,Laser Marking,ID0998,2012-03-25 19:15:00+00:00,2012-03-25 19:29:00+00:00
Case83,Flat Grinding,ID0998,2012-03-25 19:38:00+00:00,2012-03-25 20:54:00+00:00
Case81,Turning & Milling Q.C.,ID4618,2012-03-25 19:48:00+00:00,2012-03-26 01:59:00+00:00
Case82,Round Grinding,ID4355,2012-03-25 19:50:00+00:00,2012-03-25 22:01:00+00:00
Case135,Turning & Milling,ID4529,2012-03-25 20:09:00+00:00,2012-03-25 20:27:00+00:00
Case99,Turning & Milling Q.C.,ID4618,2012-03-25 20:12:00+00:00,2012-03-25 21:27:00+00:00
Case83,Lapping,ID0998,2012-03-25 20:54:00+00:00,2012-03-25 23:19:00+00:00
Case82,Round Grinding,ID4355,2012-03-25 22:02:00+00:00,2012-03-26 01:41:00+00:00
Case83,Flat Grinding,ID0998,2012-03-25 23:19:00+00:00,2012-03-25 23:41:00+00:00
Case126,Laser Marking,ID0998,2012-03-25 23:40:00+00:00,2012-03-25 23:41:00+00:00
Case83,Lapping,ID0998,2012-03-25 23:41:00+00:00,2012-03-26 00:10:00+00:00
Case86,Turning & Milling,ID4529,2012-03-26 00:20:00+00:00,2012-03-26 01:54:00+00:00
Case135,Turning & Milling,ID4429,2012-03-26 03:39:00+00:00,2012-03-26 07:36:00+00:00
Case111,Turning & Milling,ID4932,2012-03-26 03:54:00+00:00,2012-03-26 14:43:00+00:00
Case86,Turning & Milling,ID4794,2012-03-26 04:09:00+00:00,2012-03-26 14:38:00+00:00
Case82,Round Grinding,ID4385,2012-03-26 04:41:00+00:00,2012-03-26 12:19:00+00:00
Case135,Turning & Milling,ID4794,2012-03-26 07:42:00+00:00,2012-03-26 14:38:00+00:00
Case124,Packing,ID4820,2012-03-26 08:00:00+00:00,2012-03-26 09:00:00+00:00
Case101,Packing,ID4820,2012-03-26 08:00:00+00:00,2012-03-26 09:00:00+00:00
Case126,Lapping,ID4882,2012-03-26 08:00:00+00:00,2012-03-26 09:15:00+00:00
Case141,Turning & Milling,ID4429,2012-03-26 08:00:00+00:00,2012-03-26 09:15:00+00:00
Case99,Lapping,ID4882,2012-03-26 08:00:00+00:00,2012-03-26 09:15:00+00:00
Case81,Turning & Milling Q.C.,ID4618,2012-03-26 14:48:00+00:00,2012-03-27 00:08:00+00:00
Case86,Turning & Milling,ID4718,2012-03-26 14:51:00+00:00,2012-03-26 16:01:00+00:00
Case135,Turning & Milling,ID4529,2012-03-26 14:53:00+00:00,2012-03-26 17:11:00+00:00
Case135,Turning & Milling Q.C.,ID4493,2012-03-26 15:00:00+00:00,2012-03-26 16:00:00+00:00
Case111,Turning & Milling Q.C.,ID4493,2012-03-26 15:21:00+00:00,2012-03-26 17:22:00+00:00
Case126,Lapping,ID0998,2012-03-26 16:18:00+00:00,2012-03-26 17:14:00+00:00
Case119,Turning & Milling,ID4132,2012-03-26 16:30:00+00:00,2012-03-27 02:00:00+00:00
Case86,Turning & Milling,ID4718,2012-03-26 16:37:00+00:00,2012-03-26 16:38:00+00:00
Case264,Turning & Milling,ID4718,2012-03-26 16:38:00+00:00,2012-03-26 23:28:00+00:00
Case126,Lapping,ID4882,2012-03-26 17:05:00+00:00,2012-03-26 17:52:00+00:00
Case99,Laser Marking,ID0998,2012-03-26 17:14:00+00:00,2012-03-26 18:12:00+00:00
Case142,Turning & Milling Q.C.,ID4287,2012-03-26 18:00:00+00:00,2012-03-26 19:10:00+00:00
Case99,Lapping,ID0998,2012-03-26 18:12:00+00:00,2012-03-26 20:12:00+00:00
Case135,Turning & Milling,ID4529,2012-03-26 20:10:00+00:00,2012-03-26 23:41:00+00:00
Case45,Fix,ID0997,2012-03-26 22:21:00+00:00,2012-03-26 23:57:00+00:00
Case264,Turning & Milling,ID4718,2012-03-26 23:28:00+00:00,2012-03-27 00:01:00+00:00
Case111,Laser Marking,ID0998,2012-03-26 23:42:00+00:00,2012-03-27 00:00:00+00:00
Case264,Turning & Milling,ID4529,2012-03-26 23:42:00+00:00,2012-03-27 01:52:00+00:00
Case135,Turning & Milling,ID4429,2012-03-26 23:50:00+00:00,2012-03-27 07:37:00+00:00
Case86,Turning & Milling Q.C.,ID4287,2012-03-27 00:00:00+00:00,2012-03-27 00:40:00+00:00
Case111,Laser Marking,ID4882,2012-03-27 00:02:00+00:00,2012-03-27 01:43:00+00:00
Case138,Turning & Milling,ID4167,2012-03-27 01:13:00+00:00,2012-03-27 02:01:00+00:00
Case138,Turning & Milling,ID4932,2012-03-27 03:42:00+00:00,2012-03-27 08:44:00+00:00
Case264,Turning & Milling,ID4794,2012-03-27 04:21:00+00:00,2012-03-27 14:34:00+00:00
Case126,Round Grinding,ID4528,2012-03-27 07:00:00+00:00,2012-03-27 07:45:00+00:00
Case135,Turning & Milling,ID4794,2012-03-27 07:43:00+00:00,2012-03-27 14:33:00+00:00
Case36,Lapping,ID4882,2012-03-27 08:00:00+00:00,2012-03-27 09:15:00+00:00
Case138,Turning & Milling,ID4932,2012-03-27 08:45:00+00:00,2012-03-27 14:34:00+00:00
Case111,Turning & Milling,ID4167,2012-03-27 08:51:00+00:00,2012-03-27 15:52:00+00:00
Case126,Round Grinding,ID4872,2012-03-27 14:56:00+00:00,2012-03-27 15:48:00+00:00
Case111,Turning & Milling Q.C.,ID4493,2012-03-27 15:00:00+00:00,2012-03-27 15:35:00+00:00
Case111,Turning & Milling Q.C.,ID4493,2012-03-27 15:00:00+00:00,2012-03-27 18:59:00+00:00
Case135,Turning & Milling,ID4167,2012-03-27 15:00:00+00:00,2012-03-27 23:00:00+00:00
Case264,Turning & Milling Q.C.,ID4618,2012-03-27 15:09:00+00:00,2012-03-27 15:26:00+00:00
Case126,Round Grinding,ID4872,2012-03-27 15:48:00+00:00,2012-03-27 18:24:00+00:00
Case264,Turning & Milling,ID4167,2012-03-27 16:04:00+00:00,2012-03-27 23:56:00+00:00
Case138,Turning & Milling,ID4167,2012-03-27 16:06:00+00:00,2012-03-28 00:04:00+00:00
Case119,Turning & Milling,ID4132,2012-03-27 16:17:00+00:00,2012-03-28 01:47:00+00:00
Case135,Turning & Milling Q.C.,ID4493,2012-03-27 16:25:00+00:00,2012-03-27 17:26:00+00:00
Case140,Lapping,ID0998,2012-03-27 16:27:00+00:00,2012-03-27 18:22:00+00:00
Case111,Turning & Milling,ID4167,2012-03-27 18:56:00+00:00,2012-03-28 14:56:00+00:00
Case86,Turning & Milling Q.C.,ID4287,2012-03-27 19:00:00+00:00,2012-03-27 20:47:00+00:00
Case111,Laser Marking,ID0998,2012-03-27 19:10:00+00:00,2012-03-27 21:26:00+00:00
Case140,Round Grinding,ID4355,2012-03-27 20:34:00+00:00,2012-03-28 00:14:00+00:00
Case126,Final Inspection Q.C.,ID4287,2012-03-27 21:26:00+00:00,2012-03-27 23:27:00+00:00
Case135,Turning & Milling,ID4167,2012-03-27 23:00:00+00:00,2012-03-28 00:00:00+00:00
Case96,Turning & Milling Q.C.,ID4287,2012-03-27 23:12:00+00:00,2012-03-28 01:41:00+00:00
Case36,Lapping,ID0998,2012-03-28 00:05:00+00:00,2012-03-28 02:19:00+00:00
Case138,Turning & Milling,ID4429,2012-03-28 00:06:00+00:00,2012-03-28 02:09:00+00:00
Case135,Turning & Milling,ID4429,2012-03-28 00:07:00+00:00,2012-03-28 02:08:00+00:00
Case140,Round Grinding,ID4355,2012-03-28 00:15:00+00:00,2012-03-28 01:06:00+00:00
Case140,Round Grinding,ID4355,2012-03-28 01:07:00+00:00,2012-03-28 01:43:00+00:00
Case264,Turning & Milling,ID4429,2012-03-28 01:36:00+00:00,2012-03-28 02:30:00+00:00
Case137,Turning & Milling,ID4429,2012-03-28 02:21:00+00:00,2012-03-28 07:38:00+00:00
Case135,Turning & Milling,ID4932,2012-03-28 03:51:00+00:00,2012-03-28 07:33:00+00:00
Case264,Turning & Milling,ID4794,2012-03-28 04:09:00+00:00,2012-03-28 14:42:00+00:00
Case36,Round Grinding,ID4385,2012-03-28 04:22:00+00:00,2012-03-28 07:41:00+00:00
Case119,Turning & Milling,ID4794,2012-03-28 05:36:00+00:00,2012-03-28 12:21:00+00:00
Case135,Turning & Milling,ID4932,2012-03-28 07:33:00+00:00,2012-03-28 09:16:00+00:00
Case36,Round Grinding,ID4385,2012-03-28 07:41:00+00:00,2012-03-28 15:07:00+00:00
Case126,Packing,ID4820,2012-03-28 08:00:00+00:00,2012-03-28 09:00:00+00:00
Case133,Turning & Milling,ID4429,2012-03-28 08:00:00+00:00,2012-03-28 09:15:00+00:00
Case96,Lapping,ID4882,2012-03-28 08:00:00+00:00,2012-03-28 09:15:00+00:00
Case135,Turning & Milling,ID4932,2012-03-28 09:16:00+00:00,2012-03-28 14:40:00+00:00
Case137,Turning & Milling,ID4932,2012-03-28 09:17:00+00:00,2012-03-28 12:11:00+00:00
Case45,Turning & Milling Q.C.,ID4618,2012-03-28 14:53:00+00:00,2012-03-28 15:31:00+00:00
Case45,Turning & Milling Q.C.,ID4618,2012-03-28 14:54:00+00:00,2012-03-28 16:08:00+00:00
Case264,Turning & Milling,ID4718,2012-03-28 15:00:00+00:00,2012-03-28 15:27:00+00:00
Case264,Turning & Milling Q.C.,ID4618,2012-03-28 15:05:00+00:00,2012-03-28 15:31:00+00:00
Case36,Round Grinding,ID4445,2012-03-28 15:08:00+00:00,2012-03-28 18:52:00+00:00
Case119,Turning & Milling,ID4132,2012-03-28 15:20:00+00:00,2012-03-29 01:37:00+00:00
Case264,Turning & Milling Q.C.,ID4618,2012-03-28 15:41:00+00:00,2012-03-28 15:48:00+00:00
Case135,Turning & Milling,ID4167,2012-03-28 15:49:00+00:00,2012-03-29 00:09:00+00:00
Case264,Turning & Milling,ID4167,2012-03-28 15:50:00+00:00,2012-03-28 20:05:00+00:00
Case137,Turning & Milling,ID4167,2012-03-28 15:50:00+00:00,2012-03-29 00:09:00+00:00
Case264,Laser Marking,ID0998,2012-03-28 16:20:00+00:00,2012-03-28 18:39:00+00:00
Case96,Lapping,ID4882,2012-03-28 17:04:00+00:00,2012-03-28 18:13:00+00:00
Case96,Laser Marking,ID4718,2012-03-28 17:30:00+00:00,2012-03-28 20:00:00+00:00
Case135,Turning & Milling Q.C.,ID4493,2012-03-28 17:47:00+00:00,2012-03-28 22:48:00+00:00
Case138,Turning & Milling Q.C.,ID4163,2012-03-28 18:00:00+00:00,2012-03-28 18:30:00+00:00
Case98,Turning & Milling Q.C.,ID4287,2012-03-28 18:00:00+00:00,2012-03-28 20:38:00+00:00
Case138,Turning & Milling Q.C.,ID4163,2012-03-28 18:30:00+00:00,2012-03-28 19:00:00+00:00
Case96,Lapping,ID0998,2012-03-28 18:40:00+00:00,2012-03-28 21:22:00+00:00
Case138,Turning & Milling Q.C.,ID4163,2012-03-28 19:00:00+00:00,2012-03-28 19:45:00+00:00
Case36,Round Grinding,ID4445,2012-03-28 21:03:00+00:00,2012-03-28 21:55:00+00:00
Case36,Round Grinding,ID4445,2012-03-28 21:55:00+00:00,2012-03-29 01:46:00+00:00
Case138,Laser Marking,ID4882,2012-03-28 22:15:00+00:00,2012-03-28 22:43:00+00:00
Case98,Laser Marking,ID4718,2012-03-28 23:00:00+00:00,2012-03-28 23:30:00+00:00
Case135,Turning & Milling,ID4429,2012-03-29 00:13:00+00:00,2012-03-29 07:40:00+00:00
Case99,Final Inspection Q.C.,ID4618,2012-03-29 01:35:00+00:00,2012-03-29 01:59:00+00:00
Case133,Turning & Milling,ID4932,2012-03-29 04:04:00+00:00,2012-03-29 12:43:00+00:00
Case118,Turning & Milling,ID4794,2012-03-29 04:10:00+00:00,2012-03-29 06:11:00+00:00
Case36,Round Grinding,ID4385,2012-03-29 04:18:00+00:00,2012-03-29 06:23:00+00:00
Case119,Turning & Milling,ID4794,2012-03-29 05:14:00+00:00,2012-03-29 14:42:00+00:00
Case118,Turning & Milling,ID4794,2012-03-29 06:12:00+00:00,2012-03-29 09:29:00+00:00
Case36,Round Grinding,ID4385,2012-03-29 06:24:00+00:00,2012-03-29 07:07:00+00:00
Case135,Turning & Milling,ID4932,2012-03-29 07:54:00+00:00,2012-03-29 14:41:00+00:00
Case96,Packing,ID4820,2012-03-29 08:00:00+00:00,2012-03-29 09:00:00+00:00
Case96,Packing,ID4291,2012-03-29 08:00:00+00:00,2012-03-29 09:00:00+00:00
Case112,Packing,ID4820,2012-03-29 08:00:00+00:00,2012-03-29 09:00:00+00:00
Case80,Lapping,ID4882,2012-03-29 08:00:00+00:00,2012-03-29 09:15:00+00:00
Case125,Turning & Milling,ID4794,2012-03-29 09:30:00+00:00,2012-03-29 14:42:00+00:00
Case133,Turning & Milling,ID4932,2012-03-29 12:44:00+00:00,2012-03-29 14:40:00+00:00
Case133,Turning & Milling,ID4167,2012-03-29 14:45:00+00:00,2012-03-30 00:03:00+00:00
Case135,Turning & Milling,ID4167,2012-03-29 14:45:00+00:00,2012-03-30 00:04:00+00:00
Case96,Final Inspection Q.C.,ID4287,2012-03-29 15:00:00+00:00,2012-03-29 16:40:00+00:00
Case119,Turning & Milling,ID4132,2012-03-29 15:18:00+00:00,2012-03-30 01:18:00+00:00
Case98,Laser Marking,ID4882,2012-03-29 15:25:00+00:00,2012-03-29 16:20:00+00:00
Case125,Turning & Milling,ID4167,2012-03-29 15:26:00+00:00,2012-03-29 21:22:00+00:00
Case99,Final Inspection Q.C.,ID4618,2012-03-29 16:00:00+00:00,2012-03-29 19:54:00+00:00
Case174,Laser Marking,ID0998,2012-03-29 16:26:00+00:00,2012-03-29 17:20:00+00:00
Case98,Laser Marking,ID4718,2012-03-29 17:00:00+00:00,2012-03-29 17:30:00+00:00
Case112,Final Inspection Q.C.,ID4287,2012-03-29 17:00:00+00:00,2012-03-29 17:34:00+00:00
Case174,Lapping,ID0998,2012-03-29 17:20:00+00:00,2012-03-29 18:48:00+00:00
Case174,Lapping,ID4872,2012-03-29 18:00:00+00:00,2012-03-29 18:58:00+00:00
Case174,Lapping,ID0998,2012-03-29 18:49:00+00:00,2012-03-29 20:51:00+00:00
Case174,Round Grinding,ID4872,2012-03-29 18:58:00+00:00,2012-03-29 20:13:00+00:00
Case65,Turning & Milling,ID4641,2012-03-29 18:58:00+00:00,2012-03-30 00:02:00+00:00
Case174,Round Grinding,ID4872,2012-03-29 18:59:00+00:00,2012-03-29 22:35:00+00:00
Case135,Turning & Milling Q.C.,ID4493,2012-03-29 20:04:00+00:00,2012-03-29 23:05:00+00:00
Case264,Turning & Milling Q.C.,ID4618,2012-03-29 20:24:00+00:00,2012-03-29 20:43:00+00:00
Case125,Turning & Milling Q.C.,ID4618,2012-03-29 21:25:00+00:00,2012-03-30 00:03:00+00:00
