User,resource,activity_name,Cumulative net worth (EUR),case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case_id,case:Goods Receipt,start_timestamp,end_timestamp,agent
batch_00,batch_00,SRM: Ordered,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,5,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:53:00+00:00,1
batch_00,batch_00,SRM: In Transfer to Execution Syst.,11.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:54:00+00:00,1
batch_00,batch_00,SRM: Complete,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,6,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:43:00+00:00,1
batch_00,batch_00,SRM: Ordered,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:44:00+00:00,1
user_000,user_000,Create Purchase Order Item,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:45:00+00:00,2
batch_00,batch_00,SRM: In Transfer to Execution Syst.,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:48:00+00:00,1
batch_00,batch_00,SRM: Change was Transmitted,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:49:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:51:00+00:00,1
batch_00,batch_00,SRM: Complete,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:53:00+00:00,1
user_000,user_000,Create Purchase Order Item,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,6,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:55:00+00:00,2
batch_00,batch_00,SRM: In Transfer to Execution Syst.,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,6,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:47:00+00:00,1
batch_00,batch_00,SRM: Change was Transmitted,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,6,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:54:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,4,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:52:00+00:00,1
user_000,user_000,Create Purchase Order Item,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,5,2000000117,True,2018-01-31 09:40:00+00:00,2018-01-31 09:43:00+00:00,2
NONE,NONE,Vendor creates invoice,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-01-31 22:59:00+00:00,2018-01-31 23:12:00+00:00,0
NONE,NONE,Vendor creates invoice,11.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000117,True,2018-01-31 22:59:00+00:00,2018-01-31 23:06:00+00:00,0
NONE,NONE,Vendor creates invoice,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,5,2000000117,True,2018-01-31 22:59:00+00:00,2018-01-31 23:00:00+00:00,0
NONE,NONE,Vendor creates invoice,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,6,2000000117,True,2018-01-31 22:59:00+00:00,2018-01-31 23:03:00+00:00,0
NONE,NONE,Vendor creates invoice,13.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000117,True,2018-01-31 22:59:00+00:00,2018-01-31 23:00:00+00:00,0
NONE,NONE,Vendor creates invoice,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,4,2000000117,True,2018-01-31 22:59:00+00:00,2018-01-31 23:02:00+00:00,0
user_000,user_000,Record Goods Receipt,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,4,2000000117,True,2018-02-06 09:04:00+00:00,2018-02-06 09:13:00+00:00,2
user_000,user_000,Record Goods Receipt,11.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000117,True,2018-02-06 09:04:00+00:00,2018-02-06 09:08:00+00:00,2
user_000,user_000,Record Goods Receipt,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,5,2000000117,True,2018-02-06 09:04:00+00:00,2018-02-06 09:08:00+00:00,2
user_000,user_000,Record Goods Receipt,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-02-06 09:04:00+00:00,2018-02-06 09:13:00+00:00,2
user_000,user_000,Record Goods Receipt,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,6,2000000117,True,2018-02-06 09:04:00+00:00,2018-02-06 09:07:00+00:00,2
user_000,user_000,Record Goods Receipt,13.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000117,True,2018-02-06 09:04:00+00:00,2018-02-06 09:11:00+00:00,2
user_007,user_007,Record Invoice Receipt,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,6,2000000117,True,2018-03-15 16:45:00+00:00,2018-03-15 16:55:00+00:00,4
user_007,user_007,Record Invoice Receipt,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,5,2000000117,True,2018-03-15 16:45:00+00:00,2018-03-15 16:57:00+00:00,4
user_007,user_007,Record Invoice Receipt,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,4,2000000117,True,2018-03-15 16:45:00+00:00,2018-03-15 16:59:00+00:00,4
user_007,user_007,Record Invoice Receipt,11.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000117,True,2018-03-15 16:45:00+00:00,2018-03-15 16:55:00+00:00,4
user_007,user_007,Record Invoice Receipt,13.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000117,True,2018-03-15 16:45:00+00:00,2018-03-15 16:53:00+00:00,4
user_007,user_007,Record Invoice Receipt,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-03-15 16:45:00+00:00,2018-03-15 16:49:00+00:00,4
user_002,user_002,Clear Invoice,13.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000117,True,2018-04-05 13:49:00+00:00,2018-04-05 13:56:00+00:00,13
user_002,user_002,Clear Invoice,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,4,2000000117,True,2018-04-05 13:49:00+00:00,2018-04-05 13:50:00+00:00,13
user_002,user_002,Clear Invoice,32.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000117,True,2018-04-05 13:49:00+00:00,2018-04-05 13:59:00+00:00,13
user_002,user_002,Clear Invoice,9.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,5,2000000117,True,2018-04-05 13:49:00+00:00,2018-04-05 14:02:00+00:00,13
user_002,user_002,Clear Invoice,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,6,2000000117,True,2018-04-05 13:49:00+00:00,2018-04-05 14:04:00+00:00,13
user_002,user_002,Clear Invoice,11.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000117,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000117,True,2018-04-05 13:49:00+00:00,2018-04-05 13:54:00+00:00,13
batch_00,batch_00,SRM: Created,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-01-31 11:06:00+00:00,2018-01-31 11:11:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-01-31 12:06:00+00:00,2018-01-31 12:09:00+00:00,1
batch_00,batch_00,SRM: Complete,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-01-31 12:06:00+00:00,2018-01-31 12:11:00+00:00,1
batch_00,batch_00,SRM: In Transfer to Execution Syst.,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-01-31 12:06:00+00:00,2018-01-31 12:15:00+00:00,1
user_000,user_000,Create Purchase Order Item,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-01-31 12:06:00+00:00,2018-01-31 12:11:00+00:00,2
batch_00,batch_00,SRM: Change was Transmitted,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-01-31 12:06:00+00:00,2018-01-31 12:17:00+00:00,1
batch_00,batch_00,SRM: Ordered,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-01-31 12:06:00+00:00,2018-01-31 12:10:00+00:00,1
batch_00,batch_00,SRM: Document Completed,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-01-31 12:06:00+00:00,2018-01-31 12:18:00+00:00,1
user_000,user_000,Record Goods Receipt,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-02-07 12:57:00+00:00,2018-02-07 13:01:00+00:00,2
batch_01,batch_01,Record Invoice Receipt,30.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000118,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000118,True,2018-08-20 00:21:00+00:00,2018-08-20 00:26:00+00:00,26
batch_00,batch_00,SRM: Created,18.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,5,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 07:07:00+00:00,1
batch_00,batch_00,SRM: Created,30.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,7,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 07:04:00+00:00,1
batch_00,batch_00,SRM: Created,30.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,8,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 07:05:00+00:00,1
batch_00,batch_00,SRM: Created,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,10,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 06:57:00+00:00,1
batch_00,batch_00,SRM: Created,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,11,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 07:07:00+00:00,1
batch_00,batch_00,SRM: Created,47.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,6,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 06:58:00+00:00,1
batch_00,batch_00,SRM: Created,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,9,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 06:58:00+00:00,1
batch_00,batch_00,SRM: Created,33.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 06:55:00+00:00,1
batch_00,batch_00,SRM: Created,43.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 06:59:00+00:00,1
batch_00,batch_00,SRM: Created,15.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,4,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 06:54:00+00:00,1
batch_00,batch_00,SRM: Created,31.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000121,True,2018-02-01 06:52:00+00:00,2018-02-01 06:53:00+00:00,1
batch_00,batch_00,SRM: Change was Transmitted,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,10,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:54:00+00:00,1
batch_00,batch_00,SRM: Document Completed,33.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:03:00+00:00,1
batch_00,batch_00,SRM: Change was Transmitted,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,9,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:07:00+00:00,1
batch_00,batch_00,SRM: Ordered,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,9,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:05:00+00:00,1
batch_00,batch_00,SRM: In Transfer to Execution Syst.,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,9,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:05:00+00:00,1
batch_00,batch_00,SRM: Document Completed,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,9,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:05:00+00:00,1
batch_00,batch_00,SRM: Ordered,15.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,4,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:55:00+00:00,1
batch_00,batch_00,SRM: Complete,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,9,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:02:00+00:00,1
batch_00,batch_00,SRM: In Transfer to Execution Syst.,33.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:03:00+00:00,1
user_000,user_000,Create Purchase Order Item,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,9,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:57:00+00:00,2
user_000,user_000,Create Purchase Order Item,33.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:04:00+00:00,2
batch_00,batch_00,SRM: In Transfer to Execution Syst.,30.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,8,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:07:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,30.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,8,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:06:00+00:00,1
batch_00,batch_00,SRM: Ordered,30.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,8,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:04:00+00:00,1
batch_00,batch_00,SRM: Complete,33.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:59:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,9,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:04:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,10,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:55:00+00:00,1
batch_00,batch_00,SRM: Document Completed,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,10,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:55:00+00:00,1
batch_00,batch_00,SRM: Ordered,43.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:02:00+00:00,1
user_000,user_000,Create Purchase Order Item,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,11,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:01:00+00:00,2
batch_00,batch_00,SRM: Change was Transmitted,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,11,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:59:00+00:00,1
batch_00,batch_00,SRM: In Transfer to Execution Syst.,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,11,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:58:00+00:00,1
batch_00,batch_00,SRM: Change was Transmitted,43.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 08:02:00+00:00,1
batch_00,batch_00,SRM: Document Completed,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,11,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:58:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,11,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:57:00+00:00,1
batch_00,batch_00,SRM: Ordered,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,11,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:55:00+00:00,1
batch_00,batch_00,SRM: Complete,24.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000121,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,11,2000000121,True,2018-02-01 07:52:00+00:00,2018-02-01 07:53:00+00:00,1
